Unique ID,Title,Authors-revised,Authors,Authors (Full Names)-revised,Authors (Full Names)
WOS:000301925200023,Differential signalling in human cannabinoid CB1 receptors and their splice variants in autaptic hippocampal neurones,"Straiker, A|Wager-Miller, J|Hutchens, J|Mackie, K","Straiker, A|Wager-Miller, J|Hutchens, J|Mackie, K","Straiker, Alex|Wager-Miller, Jim|Hutchens, Jacqueline|Mackie, Ken","Straiker, Alex|Wager-Miller, Jim|Hutchens, Jacqueline|Mackie, Ken"
WOS:000301894500009,The Consequences of Juvenile Detention Reform for Mental Health and Sexually Transmitted Infection Screening Among Detained Youth,"Aalsma, MC|Gudonis, LC|Jarjoura, GR|Blythe, MJ|Tong, Y|Harezlak, J|Rosenman, MB","Aalsma, MC|Gudonis, LC|Jarjoura, GR|Blythe, MJ|Tong, Y|Harezlak, J|Rosenman, MB","Aalsma, Matthew C.|Gudonis, Lauren C.|Jarjoura, G. Roger|Blythe, Margaret J.|Tong, Yan|Harezlak, Jaroslaw|Rosenman, Marc B.","Aalsma, Matthew C.|Gudonis, Lauren C.|Jarjoura, G. Roger|Blythe, Margaret J.|Tong, Yan|Harezlak, Jaroslaw|Rosenman, Marc B."
WOS:000301744400014,Effects of maternal smoking during pregnancy on offspring blood pressure in late adolescence,"Hogberg, L|Cnattingius, S|Lundholm, C|D'Onofrio, BM|Langstrom, N|Iliadou, AN","Hogberg, L|Cnattingius, S|Lundholm, C|D'Onofrio, BM|Langstrom, N|Iliadou, AN","Hogberg, Lovisa|Cnattingius, Sven|Lundholm, Cecilia|D'Onofrio, Brian M.|Langstrom, Niklas|Iliadou, Anastasia N.","Hogberg, Lovisa|Cnattingius, Sven|Lundholm, Cecilia|D'Onofrio, Brian M.|Langstrom, Niklas|Iliadou, Anastasia N."
WOS:000300915200001,"A ""SECOND OPINION"" ON THE ECONOMIC HEALTH OF THE AMERICAN MIDDLE CLASS","Burkhauser, RV|Larrimore, J|Simon, KI","Burkhauser, RV|Larrimore, J|Simon, KI","Burkhauser, Richard V.|Larrimore, Jeff|Simon, Kosali I.","Burkhauser, Richard V.|Larrimore, Jeff|Simon, Kosali I."
WOS:000329543601283,Pregestational and Prenatal Maternal Stress Exposure Do Not Predict Increased Risk for Infant Mortality,"Class, QA|Ali, KS|D'Onofrio, BM|Niklas, L|Paul, L","Class, QA|Ali, KS|D'Onofrio, BM|Niklas, L|Paul, L","Class, Quetzal A.|Ali, Khashan S.|D'Onofrio, Brian M.|Niklas, Langstrom|Paul, Lichtenstein","Class, Quetzal A.|Ali, Khashan S.|D'Onofrio, Brian M.|Niklas, Langstrom|Paul, Lichtenstein"
WOS:000300260100016,Contrast variation in spin-echo small angle neutron scattering,"Li, X|Wu, B|Liu, Y|Pynn, R|Shew, CY|Smith, GS|Herwig, KW|Robertson, JL|Chen, WR|Liu, L","Li, X|Wu, B|Liu, Y|Pynn, R|Shew, CY|Smith, GS|Herwig, KW|Robertson, JL|Chen, WR|Liu, L","Li, Xin|Wu, Bin|Liu, Yun|Pynn, Roger|Shew, Chwen-Yang|Smith, Gregory S.|Herwig, Kenneth W.|Robertson, J. Lee|Chen, Wei-Ren|Liu, Li","Li, Xin|Wu, Bin|Liu, Yun|Pynn, Roger|Shew, Chwen-Yang|Smith, Gregory S.|Herwig, Kenneth W.|Robertson, J. Lee|Chen, Wei-Ren|Liu, Li"
WOS:000300685900008,Sticking out of the crowd: the molecular identity and development of cholecystokinin-containing basket cells,"Keimpema, E|Straiker, A|Mackie, K|Harkany, T|Hjerling-Leffler, J","Keimpema, E|Straiker, A|Mackie, K|Harkany, T|Hjerling-Leffler, J","Keimpema, Erik|Straiker, Alex|Mackie, Ken|Harkany, Tibor|Hjerling-Leffler, Jens","Keimpema, Erik|Straiker, Alex|Mackie, Ken|Harkany, Tibor|Hjerling-Leffler, Jens"
WOS:000301685500016,The relationship between self-report and lab task conceptualizations of impulsivity,"Cyders, MA|Coskunpinar, A","Cyders, MA|Coskunpinar, A","Cyders, Melissa A.|Coskunpinar, Ayca","Cyders, Melissa A.|Coskunpinar, Ayca"
WOS:000300198500010,A Quasi-Experimental Analysis of the Influence of Neighborhood Disadvantage on Child and Adolescent Conduct Problems,"Goodnight, JA|Lahey, BB|Van Hulle, CA|Rodgers, JL|Rathouz, PJ|Waldman, ID|D'Onofrio, BM","Goodnight, JA|Lahey, BB|Van Hulle, CA|Rodgers, JL|Rathouz, PJ|Waldman, ID|D'Onofrio, BM","Goodnight, Jackson A.|Lahey, Benjamin B.|Van Hulle, Carol A.|Rodgers, Joseph L.|Rathouz, Paul J.|Waldman, Irwin D.|D'Onofrio, Brian M.","Goodnight, Jackson A.|Lahey, Benjamin B.|Van Hulle, Carol A.|Rodgers, Joseph L.|Rathouz, Paul J.|Waldman, Irwin D.|D'Onofrio, Brian M."
WOS:000299799902415,CpG Island-Containing BRCA1 Distal Promoter Is Associated with Breast Stem Cells and Resistance to Doxorubicin,"Shen, R|Zhou, W|Peng, Z|Teng, M|Lim, Y|Toland, A|Teng, KY|Chao, JR|Liu, S|Wicha, M|Lin, HJ","Shen, R|Zhou, W|Peng, Z|Teng, M|Lim, Y|Toland, A|Teng, KY|Chao, JR|Liu, S|Wicha, M|Lin, HJ","Shen, R.|Zhou, W.|Peng, Z.|Teng, M.|Lim, Y.|Toland, A.|Teng, K-Y|Chao, J. R.|Liu, S.|Wicha, M.|Lin, H-JL","Shen, R.|Zhou, W.|Peng, Z.|Teng, M.|Lim, Y.|Toland, A.|Teng, K-Y|Chao, J. R.|Liu, S.|Wicha, M.|Lin, H-JL"
WOS:000300243000191,PREDICTORS OF RECIDIVISM AMONG JUVENILE DETAINEES: THE IMPACT OF MENTAL HEALTH SCREENING AND COURT-ORDERED COUNSELING,"Dolittle, J|Aalsma, M","Dolittle, J|Aalsma, M","Dolittle, James|Aalsma, Matthew","Dolittle, James|Aalsma, Matthew"
WOS:000299986902415,CpG Island-Containing BRCA1 Distal Promoter Is Associated with Breast Stem Cells and Resistance to Doxorubicin,"Shen, R|Zhou, W|Peng, Z|Teng, M|Liu, Y|Toland, A|Teng, KY|Chao, JR|Liu, S|Wicha, M|Lin, HJL","Shen, R|Zhou, W|Peng, Z|Teng, M|Liu, Y|Toland, A|Teng, KY|Chao, JR|Liu, S|Wicha, M|Lin, HJL","Shen, R.|Zhou, W.|Peng, Z.|Teng, M.|Liu, Y.|Toland, A.|Teng, K-Y|Chao, J. R.|Liu, S.|Wicha, M.|Lin, H-J L.","Shen, R.|Zhou, W.|Peng, Z.|Teng, M.|Liu, Y.|Toland, A.|Teng, K-Y|Chao, J. R.|Liu, S.|Wicha, M.|Lin, H-J L."
WOS:000299789600020,Long-Term Impact of the Kenya Postelection Crisis on Clinic Attendance and Medication Adherence for HIV-Infected Children in Western Kenya,"Yoder, RB|Nyandiko, WM|Vreeman, RC|Ayaya, SO|Gisore, PO|Braitstein, P|Wiehe, SE","Yoder, RB|Nyandiko, WM|Vreeman, RC|Ayaya, SO|Gisore, PO|Braitstein, P|Wiehe, SE","Yoder, Rachel B.|Nyandiko, Winstone M.|Vreeman, Rachel C.|Ayaya, Samwel O.|Gisore, Peter O.|Braitstein, Paula|Wiehe, Sarah E.","Yoder, Rachel B.|Nyandiko, Winstone M.|Vreeman, Rachel C.|Ayaya, Samwel O.|Gisore, Peter O.|Braitstein, Paula|Wiehe, Sarah E."
WOS:000300198500016,"Negative Urgency: A Personality Predictor of Externalizing Behavior Characterized by Neuroticism, Low Conscientiousness, and Disagreeableness","Settles, RE|Fischer, S|Cyders, MA|Combs, JL|Gunn, RL|Smith, GT","Settles, RE|Fischer, S|Cyders, MA|Combs, JL|Gunn, RL|Smith, GT","Settles, Regan E.|Fischer, Sarah|Cyders, Melissa A.|Combs, Jessica L.|Gunn, Rachel L.|Smith, Gregory T.","Settles, Regan E.|Fischer, Sarah|Cyders, Melissa A.|Combs, Jessica L.|Gunn, Rachel L.|Smith, Gregory T."
WOS:000299318100015,Functional Selectivity in CB2 Cannabinoid Receptor Signaling and Regulation: Implications for the Therapeutic Potential of CB2 Ligands,"Atwood, BK|Wager-Miller, J|Haskins, C|Straiker, A|Mackie, K","Atwood, BK|Wager-Miller, J|Haskins, C|Straiker, A|Mackie, K","Atwood, Brady K.|Wager-Miller, James|Haskins, Christopher|Straiker, Alex|Mackie, Ken","Atwood, Brady K.|Wager-Miller, James|Haskins, Christopher|Straiker, Alex|Mackie, Ken"
WOS:000306816600005,SOME (BUT NOT MUCH) PROGRESS TOWARD UNDERSTANDING TEENAGE CHILDBEARING: A REVIEW OF RESEARCH FROM THE PAST DECADE,"Coyne, CA|D'Onofrio, BM","Coyne, CA|D'Onofrio, BM","Coyne, Claire A.|D'Onofrio, Brian M.","Coyne, Claire A.|D'Onofrio, Brian M."
WOS:000302902600011,"Mental Health Problems, Legal Involvement, and Smoking During Pregnancy","Kratz, LM|Vaughan, EL","Kratz, LM|Vaughan, EL","Kratz, Lisa M.|Vaughan, Ellen L.","Kratz, Lisa M.|Vaughan, Ellen L."
WOS:000299634700006,The Effect of State Workers' Compensation Program Changes on the Use of Federal Social Security Disability Insurance,"McInerney, M|Simon, K","McInerney, M|Simon, K","McInerney, Melissa|Simon, Kosali","McInerney, Melissa|Simon, Kosali"
WOS:000298665300010,Commentary: The Relative Research Unit: Providing Incentives for Clinician Participation in Research Activities,"Embi, PJ|Tsevat, J","Embi, PJ|Tsevat, J","Embi, Peter J.|Tsevat, Joel","Embi, Peter J.|Tsevat, Joel"
WOS:000298961600010,Poor school performance in offspring of patients with schizophrenia: what are the mechanisms?,"Jundong, J|Kuja-Halkola, R|Hultman, C|Langstrom, N|D'Onofrio, BM|Lichtenstein, P","Jundong, J|Kuja-Halkola, R|Hultman, C|Langstrom, N|D'Onofrio, BM|Lichtenstein, P","Jundong, J.|Kuja-Halkola, R.|Hultman, C.|Langstrom, N.|D'Onofrio, B. M.|Lichtenstein, Paul","Jundong, J.|Kuja-Halkola, R.|Hultman, C.|Langstrom, N.|D'Onofrio, B. M.|Lichtenstein, Paul"
WOS:000304480800002,"Fair Balance in Direct-to-Consumer Antidepressant Print and Television Advertising, 1995-2007","Avery, RJ|Eisenberg, M|Simon, KI","Avery, RJ|Eisenberg, M|Simon, KI","Avery, Rosemary J.|Eisenberg, Matthew|Simon, Kosali I.","Avery, Rosemary J.|Eisenberg, Matthew|Simon, Kosali I."
WOS:000299871300025,Direct2Experts: a pilot national network to demonstrate interoperability among research-networking platforms,"Weber, GM|Barnett, W|Conlon, M|Eichmann, D|Kibbe, W|Falk-Krzesinski, H|Halaas, M|Johnson, L|Meeks, E|Mitchell, D|Schleyer, T|Stallings, S|Warden, M|Kahlon, M","Weber, GM|Barnett, W|Conlon, M|Eichmann, D|Kibbe, W|Falk-Krzesinski, H|Halaas, M|Johnson, L|Meeks, E|Mitchell, D|Schleyer, T|Stallings, S|Warden, M|Kahlon, M","Weber, Griffin M.|Barnett, William|Conlon, Mike|Eichmann, David|Kibbe, Warren|Falk-Krzesinski, Holly|Halaas, Michael|Johnson, Layne|Meeks, Eric|Mitchell, Donald|Schleyer, Titus|Stallings, Sarah|Warden, Michael|Kahlon, Maninder","Weber, Griffin M.|Barnett, William|Conlon, Mike|Eichmann, David|Kibbe, Warren|Falk-Krzesinski, Holly|Halaas, Michael|Johnson, Layne|Meeks, Eric|Mitchell, Donald|Schleyer, Titus|Stallings, Sarah|Warden, Michael|Kahlon, Maninder"
WOS:000298451600019,"Depression, impulsivity and health-related disability: A moderated mediation analysis","Cyders, MA|Coskunpinar, A","Cyders, MA|Coskunpinar, A","Cyders, Melissa A.|Coskunpinar, Ayca","Cyders, Melissa A.|Coskunpinar, Ayca"
WOS:000297267800003,Indirect Sympatholytic Actions at beta-Adrenoceptors Account for the Ocular Hypotensive Actions of Cannabinoid Receptor Agonists,"Hudson, BD|Beazley, M|Szczesniak, AM|Straiker, A|Kelly, MEM","Hudson, BD|Beazley, M|Szczesniak, AM|Straiker, A|Kelly, MEM","Hudson, Brian D.|Beazley, Meggie|Szczesniak, Anna-Maria|Straiker, Alex|Kelly, Melanie E. M.","Hudson, Brian D.|Beazley, Meggie|Szczesniak, Anna-Maria|Straiker, Alex|Kelly, Melanie E. M."
WOS:000296908300011,COX-2 and fatty acid amide hydrolase can regulate the time course of depolarization-induced suppression of excitation,"Straiker, A|Wager-Miller, J|Hu, SS|Blankman, JL|Cravatt, BF|Mackie, K","Straiker, A|Wager-Miller, J|Hu, SS|Blankman, JL|Cravatt, BF|Mackie, K","Straiker, A.|Wager-Miller, J.|Hu, S. S.|Blankman, J. L.|Cravatt, B. F.|Mackie, K.","Straiker, A.|Wager-Miller, J.|Hu, S. S.|Blankman, J. L.|Cravatt, B. F.|Mackie, K."
WOS:000295326600035,Risk for suicidal behavior following prenatal maternal stress exposure,"Class, Q|Lichtenstein, P|Langstrom, N|D'Onofrio, B","Class, Q|Lichtenstein, P|Langstrom, N|D'Onofrio, B","Class, Quetzal|Lichtenstein, Paul|Langstroem, Niklas|D'Onofrio, Brian","Class, Quetzal|Lichtenstein, Paul|Langstroem, Niklas|D'Onofrio, Brian"
WOS:000295326600040,"Like mother, like daughter?: A quasi-experimental study of the intergenerational transmission of teenage childbearing","Coyne, C|D'Onofrio, B|Langstrom, N|Lichtenstein, P","Coyne, C|D'Onofrio, B|Langstrom, N|Lichtenstein, P","Coyne, Claire|D'Onofrio, Brian|Langstrom, Niklas|Lichtenstein, Paul","Coyne, Claire|D'Onofrio, Brian|Langstrom, Niklas|Lichtenstein, Paul"
WOS:000295326600049,Does early sex lead to poor psychosocial outcomes? Testing causal assumptions,"Donahue, K|D'Onofrio, B|Lichtenstein, P|Laongstrom, N","Donahue, K|D'Onofrio, B|Lichtenstein, P|Laongstrom, N","Donahue, Kelly|D'Onofrio, Brian|Lichtenstein, Paul|Laongstrom, Niklas","Donahue, Kelly|D'Onofrio, Brian|Lichtenstein, Paul|Laongstrom, Niklas"
WOS:000295326600052,Familial confounding of the association between maternal smoking during pregnancy and offspring substance use and abuse,"D'Onofrio, B|Van Hulle, C|Larsson, H|Rathouz, P|Lahey, B","D'Onofrio, B|Van Hulle, C|Larsson, H|Rathouz, P|Lahey, B","D'Onofrio, Brian|Van Hulle, Carol|Larsson, Henrik|Rathouz, Paul|Lahey, Benjamin","D'Onofrio, Brian|Van Hulle, Carol|Larsson, Henrik|Rathouz, Paul|Lahey, Benjamin"
WOS:000295326600057,Disentangling the relationships between maternal smoking during pregnancy and co-occurring risk factors,"Ellingson, J|Langstrom, N|Lichtenstein, P|D'Onofrio, B","Ellingson, J|Langstrom, N|Lichtenstein, P|D'Onofrio, B","Ellingson, Jarrod|Langstrom, Niklas|Lichtenstein, Paul|D'Onofrio, Brian","Ellingson, Jarrod|Langstrom, Niklas|Lichtenstein, Paul|D'Onofrio, Brian"
WOS:000295326600066,A within-family comparison of paternal age in siblings discordant for schizophrenia,"Frans, E|Lichtenstein, P|D'Onofrio, B|Langstrom, N|Hultman, C","Frans, E|Lichtenstein, P|D'Onofrio, B|Langstrom, N|Hultman, C","Frans, Emma|Lichtenstein, Paul|D'Onofrio, Brian|Langstrom, Niklas|Hultman, Christina","Frans, Emma|Lichtenstein, Paul|D'Onofrio, Brian|Langstrom, Niklas|Hultman, Christina"
WOS:000295326600107,The association between low birth weight and ADHD symptoms: A co-twin control design,"Larsson, H|Sjolander, A|Anckarsater, H|D'Onofrio, B|Lichtenstein, P","Larsson, H|Sjolander, A|Anckarsater, H|D'Onofrio, B|Lichtenstein, P","Larsson, Henrik|Sjolander, Arvid|Anckarsater, Henrik|D'Onofrio, Brian|Lichtenstein, Paul","Larsson, Henrik|Sjolander, Arvid|Anckarsater, Henrik|D'Onofrio, Brian|Lichtenstein, Paul"
WOS:000295326600157,Behavior problems and timing of menarche: A developmental longitudinal biometrical analysis using the NLSY-children data,"Rodgers, J|Van Hulle, C|D'Onofrio, B|Rathouz, P|Beasley, W|Johnson, A|Waldman, I|Lahey, B","Rodgers, J|Van Hulle, C|D'Onofrio, B|Rathouz, P|Beasley, W|Johnson, A|Waldman, I|Lahey, B","Rodgers, Joseph|Van Hulle, Carol|D'Onofrio, Brian|Rathouz, Paul|Beasley, William|Johnson, Amber|Waldman, Irwin|Lahey, Benjamin","Rodgers, Joseph|Van Hulle, Carol|D'Onofrio, Brian|Rathouz, Paul|Beasley, William|Johnson, Amber|Waldman, Irwin|Lahey, Benjamin"
WOS:000295326600174,Familial predictors of age of menarche,"Vaughan, E|Van Hulle, C|Beasley, W|Rodgers, J|D'Onofrio, B","Vaughan, E|Van Hulle, C|Beasley, W|Rodgers, J|D'Onofrio, B","Vaughan, Erikka|Van Hulle, Carol|Beasley, William|Rodgers, Joseph|D'Onofrio, Brian","Vaughan, Erikka|Van Hulle, Carol|Beasley, William|Rodgers, Joseph|D'Onofrio, Brian"
WOS:000295884400048,Spatial distribution of intra-molecular water and polymeric components in polyelectrolyte dendrimers revealed by small angle scattering investigations,"Wu, B|Li, X|Do, C|Kim, TH|Shew, CY|Liu, Y|Yang, J|Hong, KL|Porcar, L|Chen, CY|Liu, EL|Smith, GS|Herwig, KW|Chen, WR","Wu, B|Li, X|Do, C|Kim, TH|Shew, CY|Liu, Y|Yang, J|Hong, KL|Porcar, L|Chen, CY|Liu, EL|Smith, GS|Herwig, KW|Chen, WR","Wu, Bin|Li, Xin|Do, Changwoo|Kim, Tae-Hwan|Shew, Chwen-Yang|Liu, Yun|Yang, Jun|Hong, Kunlun|Porcar, Lionel|Chen, Chun-Yu|Liu, Emily L.|Smith, Gregory S.|Herwig, Kenneth W.|Chen, Wei-Ren","Wu, Bin|Li, Xin|Do, Changwoo|Kim, Tae-Hwan|Shew, Chwen-Yang|Liu, Yun|Yang, Jun|Hong, Kunlun|Porcar, Lionel|Chen, Chun-Yu|Liu, Emily L.|Smith, Gregory S.|Herwig, Kenneth W.|Chen, Wei-Ren"
WOS:000295148700006,Educational gaps in medical care and health behavior: Evidence from US Natality data,"Price, J|Price, J|Simon, K","Price, J|Price, J|Simon, K","Price, Joseph|Price, Joshua|Simon, Kosali","Price, Joseph|Price, Joshua|Simon, Kosali"
WOS:000295254200024,Medial prefrontal cortex as an action-outcome predictor,"Alexander, WH|Brown, JW","Alexander, WH|Brown, JW","Alexander, William H.|Brown, Joshua W.","Alexander, William H.|Brown, Joshua W."
WOS:000299627200134,Coupling and Uncoupling of the mGlu/Endocannabinoid Signalosome at Glutamatergic Synapses,"Nyilas, R|Ludanyi, A|Gregg, LC|Mackie, K|Watanabe, M|Henstridge, C|Sepers, M|Jung, KM|Piomelli, D|Manzoni, O|Hohmann, AG|Katona, I","Nyilas, R|Ludanyi, A|Gregg, LC|Mackie, K|Watanabe, M|Henstridge, C|Sepers, M|Jung, KM|Piomelli, D|Manzoni, O|Hohmann, AG|Katona, I","Nyilas, R.|Ludanyi, A.|Gregg, L. C.|Mackie, K.|Watanabe, M.|Henstridge, C.|Sepers, M.|Jung, K. M.|Piomelli, D.|Manzoni, O.|Hohmann, A. G.|Katona, I.","Nyilas, R.|Ludanyi, A.|Gregg, L. C.|Mackie, K.|Watanabe, M.|Henstridge, C.|Sepers, M.|Jung, K. M.|Piomelli, D.|Manzoni, O.|Hohmann, A. G.|Katona, I."
WOS:000295504700018,"Constructing illness: How the public in eight Western nations respond to a clinical description of ""schizophrenia""","Olafsdottir, S|Pescosolido, BA","Olafsdottir, S|Pescosolido, BA","Olafsdottir, Sigrun|Pescosolido, Bernice A.","Olafsdottir, Sigrun|Pescosolido, Bernice A."
WOS:000294573800010,Incorporating Geospatial Capacity within Clinical Data Systems to Address Social Determinants of Health,"Comer, KF|Grannis, S|Dixon, BE|Bodenhamer, DJ|Wiehe, SE","Comer, KF|Grannis, S|Dixon, BE|Bodenhamer, DJ|Wiehe, SE","Comer, Karen Frederickson|Grannis, Shaun|Dixon, Brian E.|Bodenhamer, David J.|Wiehe, Sarah E.","Comer, Karen Frederickson|Grannis, Shaun|Dixon, Brian E.|Bodenhamer, David J.|Wiehe, Sarah E."
WOS:000294113100011,Self-medication of a cannabinoid CB2 agonist in an animal model of neuropathic pain,"Gutierrez, T|Crystal, JD|Zvonok, AM|Makriyannis, A|Hohmann, AG","Gutierrez, T|Crystal, JD|Zvonok, AM|Makriyannis, A|Hohmann, AG","Gutierrez, Tannia|Crystal, Jonathon D.|Zvonok, Alexander M.|Makriyannis, Alexandros|Hohmann, Andrea G.","Gutierrez, Tannia|Crystal, Jonathon D.|Zvonok, Alexander M.|Makriyannis, Alexandros|Hohmann, Andrea G."
WOS:000295404100018,"Religiosity, Alcohol Use Attitudes, and Alcohol Use in a National Sample of Adolescents","Vaughan, EL|de Dios, MA|Steinfeldt, JA|Kratz, LM","Vaughan, EL|de Dios, MA|Steinfeldt, JA|Kratz, LM","Vaughan, Ellen L.|de Dios, Marcel A.|Steinfeldt, Jesse A.|Kratz, Lisa M.","Vaughan, Ellen L.|de Dios, Marcel A.|Steinfeldt, Jesse A.|Kratz, Lisa M."
WOS:000293120100009,"Enhancement of endocannabinoid signaling with JZL184, an inhibitor of the 2-arachidonoylglycerol hydrolyzing enzyme monoacylglycerol lipase, produces anxiolytic effects under conditions of high environmental aversiveness in rats","Sciolino, NR|Zhou, WY|Hohmann, AG","Sciolino, NR|Zhou, WY|Hohmann, AG","Sciolino, Natale R.|Zhou, Wenyi|Hohmann, Andrea G.","Sciolino, Natale R.|Zhou, Wenyi|Hohmann, Andrea G."
WOS:000293265500005,An Exploration of Community Reentry Needs and Services for Prisoners: A Focus on Care to Limit Return to High-Risk Behavior,"Luther, JB|Reichert, ES|Holloway, ED|Roth, AM|Aalsma, MC","Luther, JB|Reichert, ES|Holloway, ED|Roth, AM|Aalsma, MC","Luther, James B.|Reichert, Erica S.|Holloway, Evan D.|Roth, Alexis M.|Aalsma, Matthew C.","Luther, James B.|Reichert, Erica S.|Holloway, Evan D.|Roth, Alexis M.|Aalsma, Matthew C."
WOS:000292653000012,The endocannabinoid system and cancer: therapeutic implication,"Guindon, J|Hohmann, AG","Guindon, J|Hohmann, AG","Guindon, Josee|Hohmann, Andrea G.","Guindon, Josee|Hohmann, Andrea G."
WOS:000293676800007,Measurement of constructs using self-report and behavioral lab tasks: Is there overlap in nomothetic span and construct representation for impulsivity?,"Cyders, MA|Coskunpinar, A","Cyders, MA|Coskunpinar, A","Cyders, Melissa A.|Coskunpinar, Ayca","Cyders, Melissa A.|Coskunpinar, Ayca"
WOS:000292509100003,An exploration of the impact of computerized patient documentation on clinical collaboration,"Weir, CR|Hammond, KW|Embi, PJ|Efthimiadis, EN|Thielke, SM|Hedeen, AN","Weir, CR|Hammond, KW|Embi, PJ|Efthimiadis, EN|Thielke, SM|Hedeen, AN","Weir, Charlene R.|Hammond, Kenric W.|Embi, Peter J.|Efthimiadis, Efthimis N.|Thielke, Stephen M.|Hedeen, Ashley N.","Weir, Charlene R.|Hammond, Kenric W.|Embi, Peter J.|Efthimiadis, Efthimis N.|Thielke, Stephen M.|Hedeen, Ashley N."
WOS:000292653000013,Peripheral antinociceptive effects of inhibitors of monoacylglycerol lipase in a rat model of inflammatory pain,"Guindon, J|Guijarro, A|Piomelli, D|Hohmann, AG","Guindon, J|Guijarro, A|Piomelli, D|Hohmann, AG","Guindon, Josee|Guijarro, Ana|Piomelli, Daniele|Hohmann, Andrea G.","Guindon, Josee|Guijarro, Ana|Piomelli, Daniele|Hohmann, Andrea G."
WOS:000291960200003,Medial prefrontal cortex activity correlates with time-on-task: What does this tell us about theories of cognitive control?,"Brown, JW","Brown, JW","Brown, Joshua W.","Brown, Joshua W."
WOS:000302874201052,VALIDATION OF THE HEDIS MEASURE OF SEXUAL ACTIVITY IN ADOLESCENTS,"Wiehe, S|Fortenberry, JD|Rosenman, M|Tu, W","Wiehe, S|Fortenberry, JD|Rosenman, M|Tu, W","Wiehe, S.|Fortenberry, J. D.|Rosenman, M.|Tu, W.","Wiehe, S.|Fortenberry, J. D.|Rosenman, M.|Tu, W."
WOS:000302874200131,ADOLESCENT SEXUAL INTERCOURSE AND NEIGHBOURHOOD SOCIAL DISORDER,"Wiehe, S|Kwan, MP|Hoch, S|Brooks, BW|Burgess, A|Wilson, J|Fortenberry, JD","Wiehe, S|Kwan, MP|Hoch, S|Brooks, BW|Burgess, A|Wilson, J|Fortenberry, JD","Wiehe, S.|Kwan, M. P.|Hoch, S.|Brooks, B. W.|Burgess, A.|Wilson, J.|Fortenberry, J. D.","Wiehe, S.|Kwan, M. P.|Hoch, S.|Brooks, B. W.|Burgess, A.|Wilson, J.|Fortenberry, J. D."
WOS:000291854700006,Parental depression and offspring psychopathology: a Children of Twins study,"Singh, AL|D'Onofrio, BM|Slutske, WS|Turkheimer, E|Emery, RE|Harden, KP|Heath, AC|Madden, PAF|Statham, DJ|Martin, NG","Singh, AL|D'Onofrio, BM|Slutske, WS|Turkheimer, E|Emery, RE|Harden, KP|Heath, AC|Madden, PAF|Statham, DJ|Martin, NG","Singh, A. L.|D'Onofrio, B. M.|Slutske, W. S.|Turkheimer, E.|Emery, R. E.|Harden, K. P.|Heath, A. C.|Madden, P. A. F.|Statham, D. J.|Martin, N. G.","Singh, A. L.|D'Onofrio, B. M.|Slutske, W. S.|Turkheimer, E.|Emery, R. E.|Harden, K. P.|Heath, A. C.|Madden, P. A. F.|Statham, D. J.|Martin, N. G."
WOS:000292109500007,Tolerance to Ethanol's Ataxic Effects and Alterations in Ethanol-Induced Locomotion Following Repeated Binge-Like Ethanol Intake Using the DID Model,"Linsenbardt, DN|Moore, EM|Griffin, KD|Gigante, ED|Boehm, SL","Linsenbardt, DN|Moore, EM|Griffin, KD|Gigante, ED|Boehm, SL","Linsenbardt, David N.|Moore, Eileen M.|Griffin, Kevar D.|Gigante, Eduardo D.|Boehm, Stephen L., II","Linsenbardt, David N.|Moore, Eileen M.|Griffin, Kevar D.|Gigante, Eduardo D.|Boehm, Stephen L., II"
WOS:000292109500019,Role of Genotype in the Development of Locomotor Sensitization to Alcohol in Adult and Adolescent Mice: Comparison of the DBA/2J and C57BL/6J Inbred Mouse Strains,"Melon, LC|Boehm, SL","Melon, LC|Boehm, SL","Melon, Laverne C.|Boehm, Stephen L., II","Melon, Laverne C.|Boehm, Stephen L., II"
WOS:000289703600027,"GABA(A) receptors in the posterior, but not anterior, ventral tegmental area mediate Ro15-4513-induced attenuation of binge-like ethanol consumption in C57BL/6J female mice","Melon, LC|Boehm, SL","Melon, LC|Boehm, SL","Melon, Laverne C.|Boehm, Stephen L., II","Melon, Laverne C.|Boehm, Stephen L., II"
WOS:000290804300438,ALTERATIONS IN THE RATE OF ETHANOL CONSUMPTION IN MICE GIVEN 14 CONSECUTIVE DAYS OF ACCESS TO ETHANOL USING DRINKING-IN-THE-DARK PROCEDURES,"Linsenbardt, DN|Vore, AS|Boehm, SL","Linsenbardt, DN|Vore, AS|Boehm, SL","Linsenbardt, D. N.|Vore, A. S.|Boehm, S. L., II","Linsenbardt, D. N.|Vore, A. S.|Boehm, S. L., II"
WOS:000290804300446,AN 8 INBRED STRAIN COMPARISON OF BINGE-LIKE ALCOHOL INTAKE IN ADOLESCENT AND ADULT MICE,"Moore, EM|Schneider, BL|Wray, KN|Forrest, RD|Nolan, ZT|Boehm, SL","Moore, EM|Schneider, BL|Wray, KN|Forrest, RD|Nolan, ZT|Boehm, SL","Moore, E. M.|Schneider, B. L.|Wray, K. N.|Forrest, R. D.|Nolan, Z. T.|Boehm, S. L., II","Moore, E. M.|Schneider, B. L.|Wray, K. N.|Forrest, R. D.|Nolan, Z. T.|Boehm, S. L., II"
