Abstract,Associated Group,Author Identifiers,Authors,Authors (Full Names),Beginning Page,BIOSIS Citation Index,Book Author,Book Author Fullname,Book DOI,Book Group Authors,Book Series Subtitle,Book Series Title,Chinese Science Citation DB,Cited Patent,Cited Reference Count,Cited References,City of Publisher,Conference Dates,Conference Host,Conference Location,Conference Sponsors,Conference Title,Document Type,DOI,E-mail Addresses,Edited by,Editors,Ending Page,File Type,Funding Agency and Grant Number,Funding Text,Group Authors,ISBN,ISI Document Delivery Number,ISSN,Issue,Journal Name (Abbreviated ISO),Journal Name (Abbreviated),Journal Title (Full),Language,Meeting Abstract,New Article Number,New ISI Keywords,Number of Pages,ORCID Number,Original Keywords,Part Number,Publication Date,Publication Type,Publication Year,Publisher,Publisher Address,Publisher Web Address,Reprint Address,Research Addresses,Research Field,Researcher ID,SC:ELO Citation Index,Special Issue,Subject Category,Supplement,Times Cited,Title,Total Times Cited,Translated Title,Unique ID,Version Number,Volume,EI,PM,File Name,Cite Me As
"We examined the association between parents' (N = 52 mothers and 52 fathers) and children's (N = 27) reports of interparental conflict and child difficulties in a family mediation setting. Parents' reports of conflict were moderately associated with children's reports of exposure to parental conflict, but only fathers' reports of conflict were associated with children's reports of negative responses to parent conflict. While mothers and fathers agreed on their child's difficulties, only mothers', not fathers', report of child difficulties were moderately related to child reports of child difficulties. Mothers' and fathers' reports of conflict generally were not strongly associated with reports of child difficulties. In contrast to parent reports, children's reports of exposure to parents' conflict were moderately and significantly related to self-reported child difficulties and moderately related to parents' reports of child academic difficulties. The magnitude of the association between the child's report of interparental conflict and self-report of difficulties was stronger than the association between parent report of conflict and parent report of child difficulties, suggesting that parents may not fully understand their child's exposure to parent conflict/violence or the problems their child is experiencing. Key Points for the Family Court Community: Family law stakeholders prioritize the creation of parenting arrangements that are in the best interest of the child; however, it is unclear how to gather information about the child and the child's perspective in order to inform such arrangements. The study results suggest that parents may not agree with each other or with the child about important family issues, such as parent conflict and child difficulties. For example, parents may not fully understand their child's exposure to parental conflict/violence when in the midst of custody negotiations. More research is needed to determine the best method for gathering information about the child during custody proceedings. In the meantime, it is important to gather information from multiple sources and to consider the agreement and differences across such sources of information.",,,"Applegate, AG|Ballard, RH|Bates, JE|D'Onofrio, BM|Hotzworth-Munroe, A|Rudd, BN","Applegate, Amy G.|Ballard, Robin H.|Bates, John E.|D'Onofrio, Brian M.|Hotzworth-Munroe, Amy|Rudd, Brittany N.",602,-1,,,,,,,-1,,-1,,,,,,,,Article,10.1111/fcre.12176,,,,616,Clarivate Analytics Web of Science,,,,,,1531-2445,4,,,FAMILY COURT REVIEW,,,,,-1,,Child Difficulties|Family Mediation|Parent and Child Agreement|and Parental Conflict,,OCT,J,2015,,,,,,Law,,-1,,Government & Law,,0,ASSOCIATIONS BETWEEN PARENT AND CHILD REPORTS OF INTERPARENTAL CONFLICT/VIOLENCE AND CHILD DIFFICULTIES IN A FAMILY MEDIATION SETTING,0,,WOS:000212245200009,1,53,1744-1617,,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Rudd BN, 2015, V53, P602, DOI 10.1111/fcre.12176"
,,,"Bell, TM|Blanton, C|Fecher, AM|Freischlag, JA|Koniaris, LG|Rozycki, GS|Valsangkar, NP|Zimmers, TA","Bell, Teresa M.|Blanton, Casi|Fecher, Alison M.|Freischlag, Julie A.|Koniaris, Leonidas G.|Rozycki, Grace S.|Valsangkar, Nakul P.|Zimmers, Teresa A.",E76,-1,,,,,,,-1,,-1,,,"OCT 04-10, 2015",,"Chicago, IL",,101st Annual Clinical Congress of the American-College-of-Surgeons (ACS),Meeting Abstract,10.1016/j.jamcollsurg.2015.08.100,,,,E77,Clarivate Analytics Web of Science,,,,,,1072-7515,4,,,JOURNAL OF THE AMERICAN COLLEGE OF SURGEONS,,,,,-1,,,,OCT,J,2015,,,,,,Surgery,,-1,,Surgery,2,0,What are the barriers to hiring and promoting women in surgery?,0,,WOS:000386899000183,1,221,1879-1190,,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Fecher AM, 2015, V221, E76, DOI 10.1016/j.jamcollsurg.2015.08.100"
,,,"Bell, TM|Blanton, C|Dunnington, GL|Joshi, MM|Kim, BJ|Koniaris, LG|Nakeeb, A|Valsangkar, NP|Zimmers, TA","Bell, Teresa M.|Blanton, Casi|Dunnington, Gary L.|Joshi, Mugdha M.|Kim, Bradford J.|Koniaris, Leonidas G.|Nakeeb, Attila|Valsangkar, Nakul P.|Zimmers, Teresa A.",S123,-1,,,,,,,-1,,-1,,,"OCT 04-08, 2015",,"Chicago, IL",,70th Annual Sessions of the Scientific Forum and Annual Clinical Congress of the American-College-of-Surgeons,Meeting Abstract,10.1016/j.jamcollsurg.2015.07.289,,,,S123,Clarivate Analytics Web of Science,,,,,,1072-7515,4,,,JOURNAL OF THE AMERICAN COLLEGE OF SURGEONS,,,,,-1,,,,OCT,J,2015,,,,,,Surgery,,-1,,Surgery,1,0,"Determining the Drivers of Academic Success in Surgery: An Analysis of 3,850 Faculty",0,,WOS:000361119700250,1,221,1879-1190,,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Valsangkar N, 2015, V221, S123, DOI 10.1016/j.jamcollsurg.2015.07.289"
,,,"Aalsma, MC|Howenstine, MS|Jacobs, ZC|Korn, KL|Williams, R","Aalsma, Matthew C.|Howenstine, Michelle S.|Jacobs, Zachary Colin|Korn, Kimberly L.|Williams, R.",430,-1,,,,,,,-1,,-1,,,,,,,,Meeting Abstract,,,,,430,Clarivate Analytics Web of Science,,,,,,8755-6863,,,,PEDIATRIC PULMONOLOGY,,626,,,-1,,,,OCT,J,2015,,,,,,Pediatrics|Respiratory System,,-1,,Pediatrics; Respiratory System,41,0,IMPROVING DISEASE-SPECIFIC SEXUAL AND REPRODUCTIVE HEALTH KNOWLEDGE AMONG ADOLESCENTS WITH CYSTIC FIBROSIS,0,,WOS:000360791500696,1,50,1099-0496,,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Jacobs Z, 2015, V50, P430"
"Research has indicated that Hispanics have high rates of heavy drinking and depressive symptoms during late adolescence. The purpose of this study was to test a bicultural transaction model composed of two enthnocultural orientations (acculturation and enculturation); and stressful cultural transactions with both the U.S. culture (perceived ethnic discrimination) and Hispanic culture (perceived intragroup marginalization) to predict alcohol use severity and depressive symptoms among a sample of 129 (men = 39, women = 90) late adolescent Hispanics (ages 18-21) enrolled in college. Results from a path analysis indicated that the model accounted for 18.2% of the variance in alcohol use severity and 24.3% of the variance in depressive symptoms. None of the acculturation or enculturation domains had statistically significant direct effects with alcohol use severity or depressive symptoms. However, higher reports of ethnic discrimination were associated with higher reports of alcohol use severity and depressive symptoms. Similarly, higher reports of intragroup marginalization were associated with higher depressive symptoms. Further, both ethnic discrimination and intragroup marginalization functioned as mediators of multiple domains of acculturation and enculturation. These findings highlight the need to consider the indirect effects of enthnocultural orientations in relation to health-related outcomes. (C) 2015 Elsevier Ltd. All rights reserved.",,"Ucar, Abdullah/P-8329-2017; Cruz, Rick/M-1901-2016; Cano, Miguel Angel/V-8215-2017","Auf, R|Cano, MA|Cardoso, JB|Castillo, LG|Castro, Y|Correa-Fernandez, V|Cruz, RA|de Dios, MA|Ibanez, G|Lorenzo-Blanco, EI|Molleda, LM|Ojeda, L|Pina-Watson, B|Vaughan, EL","Auf, Rehab|Cano, Miguel Angel|Cardoso, Jodi Berger|Castillo, Linda G.|Castro, Yessenia|Correa-Fernandez, Virmarie|Cruz, Rick A.|de Dios, Marcel A.|Ibanez, Gladys|Lorenzo-Blanco, Elma I.|Molleda, Lourdes M.|Ojeda, Lizette|Pina-Watson, Brandy|Vaughan, Ellen L.",78,-1,,,,,,,-1,,-1,,,,,,,,Article,10.1016/j.addbeh.2015.06.002,,,,82,Clarivate Analytics Web of Science,,,,,,0306-4603,,,,ADDICTIVE BEHAVIORS,,,,COLLEGE-STUDENTS|IMMIGRANT ADOLESCENTS|ETHNIC-IDENTITY|BEHAVIORS|STRESS|DISCRIMINATION|PREDICTORS|GENDER|SCALE|YOUTH,-1,"Cruz, Rick/0000-0001-9139-8170; Cano, Miguel Angel/0000-0002-9847-1358",Hispanics|Late adolescence|Alcohol|Depressive symptoms|Cultural stress|Acculturation,,OCT,J,2015,,,,,,"Psychology, Clinical|Substance Abuse",,-1,,Psychology; Substance Abuse,,12,Alcohol use severity and depressive symptoms among late adolescent Hispanics: Testing associations of acculturation and enculturation in a bicultural transaction model,12,,WOS:000358466200013,1,49,1873-6327,26092776,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Cano MA, 2015, V49, P78, DOI 10.1016/j.addbeh.2015.06.002"
"Background: Identifying and understanding determinants of alcohol use behavior among Hispanic college students is an increasingly important public health issue, particularly during emerging adulthood. Studies examining ethnocultural determinants of alcohol use behavior among Hispanic college students have focused on direct associations with cultural orientation (e.g., acculturation and enculturation); yet there is a need for research that accounts for the complex interplay of other culturally relevant sociocultural factors. Objectives: This study examined associations of behavioral acculturation, behavioral enculturation, and cultural congruity (perception of cultural fit between the values of the academic environment and the student's personal values) with alcohol use severity (AUS); and tested if gender moderated those associations. Methods: A hierarchical linear regression and moderation analysis were conducted on a sample of 167 Hispanic emerging adults (ages 18-25) enrolled in college. Results: All predictor variables entered in the regression model accounted for 20.9% of the variance in AUS. After controlling for demographic variables and depressive symptoms, behavioral acculturation and enculturation did not have a statistically significant association with AUS. Further, gender did not moderate either of these associations. Conversely, greater cultural congruity was associated with lower reports of AUS. A moderation analysis suggested that cultural congruity predicted lower reports of AUS among men, but not among women. Conclusions: This was the first known study to examine the association of cultural congruity with alcohol use. Findings highlight the value of examining contextual factors of culture and moving beyond reductive measures of cultural orientation.",,"Cano, Miguel Angel/V-8215-2017","Cano, MA|Castro, Y|de Dios, MA|Ojeda, L|Roncancio, AM|Vaughan, EL","Cano, Miguel Angel|Castro, Yessenia|de Dios, Marcel A.|Ojeda, Lizette|Roncancio, Angelica M.|Vaughan, Ellen L.",1412,-1,,,,,,,-1,,-1,,,,,,,,Article,10.3109/10826084.2015.1018538,,,,1420,Clarivate Analytics Web of Science,,,,,,1082-6084,11,,,SUBSTANCE USE & MISUSE,,,,AMERICAN COLLEGE-STUDENTS|SOCIAL SUPPORT|UNIVERSITY ENVIRONMENT|MEXICAN-AMERICANS|SUBSTANCE USE|ACCULTURATION|PREDICTORS|DISTRESS|GENDER|SCALE,-1,"Cano, Miguel Angel/0000-0002-9847-1358",cultural congruity|acculturation|alcohol|Hispanic|emerging adults|college students,,19-Sep,J,2015,,,,,,Substance Abuse|Psychiatry|Psychology,,-1,,Substance Abuse; Psychiatry; Psychology,,4,Alcohol Use Severity Among Hispanic Emerging Adults in Higher Education: Understanding the Effect of Cultural Congruity,4,,WOS:000364823800006,1,50,1532-2491,26574656,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Cano MA, 2015, V50, P1412, DOI 10.3109/10826084.2015.1018538"
,,,"Bateman, BT|D'Onofrio, BM|Hernandez-Diaz, S|Oberg, AS|Rickert, ME","Bateman, Brian T.|D'Onofrio, Brian M.|Hernandez-Diaz, Sonia|Oberg, Anna S.|Rickert, Martin",237,-1,,,,,,,-1,,-1,,,,,,,,Meeting Abstract,,,,,237,Clarivate Analytics Web of Science,,,,,,1053-8569,,,,PHARMACOEPIDEMIOLOGY AND DRUG SAFETY,,419,,,-1,,,,SEP,J,2015,,,,,,"Public, Environmental & Occupational Health|Pharmacology & Pharmacy",,-1,SI,"Public, Environmental & Occupational Health; Pharmacology & Pharmacy",1,0,Labor Induction and Offspring Risk of Autism Spectrum Disorder,0,,WOS:000369980200410,1,24,1099-1557,,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Oberg AS, 2015, V24, P237"
"A majority of detained adolescents experience mental health and substance use problems. Limited research has examined the interaction between the race/ethnicity of an individual youth and county-level racial heterogeneity on adolescent mental health outcomes. Participants were identified through a statewide mental health screening project that took place in detention centers across 11 different counties in a Midwestern state during January 1, 2008, to May 10, 2010. A total of 23,831 detained youth (ages 11-18 years), identified as non-Hispanic White (46.6%), Black (43.5%), or Hispanic (9.8%), completed a mental health screener that assessed problems in alcohol/drug use, depression-anxiety, anger-irritability, trauma, somatic complaints, and suicide ideation. Census data were gathered to determine the racial heterogeneity of each county and other county-level variables. Hierarchical linear regression analyses were used to test the independent and interactive effects of youth race/ethnicity and county-level variables (including racial heterogeneity of the county) on adolescent mental health. Independent of other community characteristics, as county-level racial heterogeneity increased, mental health problems among detained youth decreased. In future research on the development and persistence of mental health problems in detained youth, both community and individual-level factors should be considered.",,"Wiehe, Sarah/R-6083-2017","Aalsma, MC|Holloway, ED|Lau, KSL|Vachon, DD|Wiehe, SE","Aalsma, Matthew C.|Holloway, Evan D.|Lau, Katherine S. L.|Vachon, David D.|Wiehe, Sarah E.",421,-1,,,,,,,-1,,-1,,,,,,,,Article,10.1037/ort0000100,,,,430,Clarivate Analytics Web of Science,,,,,,0002-9432,5,,,AMERICAN JOURNAL OF ORTHOPSYCHIATRY,,,,SOCIAL-DISORGANIZATION THEORY|JUVENILE-OFFENDERS|NEIGHBORHOOD CONTEXT|ALCOHOL-USE|CRIME|COMMUNITY|RACE|STRESS|MODEL|TRAJECTORIES,-1,"Wiehe, Sarah/0000-0002-8148-0848; Lau, Katherine/0000-0003-2197-5539",adolescent mental health|juvenile justice|racial heterogeneity|detained youth,,SEP,J,2015,,,,,,Psychiatry|Social Work,,-1,,Psychiatry; Social Work,,0,The Effects of Racial Heterogeneity on Mental Health: A Study of Detained Youth Across Multiple Counties,0,,WOS:000362852300003,1,85,1939-0025,26460702,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Lau KSL, 2015, V85, P421, DOI 10.1037/ort0000100"
"Objective: The aim of this investigation was to test hypothesized reverse prospective relationships between alcohol consumption and depressive symptomatology as a function of race among youth. Method: In a two-wave prospective study, 328 European American, 328 African American, and 144 Hispanic American youth were studied at the end of fifth grade (last year of elementary school) and the end of sixth grade (first year of middle school). Results: A positive correlation was observed between alcohol consumption and depressive symptoms among all youth. However, the predictive relationship differed based on race. For European American and Hispanic American youth, depressive symptom levels at the end of elementary school predicted alcohol consumption at the end of the first year of middle school, but the converse relationship was not observed. For African American youth, the opposite pattern was found. Alcohol consumption at the end of elementary school predicted depressive symptom levels at the end of the first year of middle school, and the converse relationship was not observed. Conclusions: These findings suggest the possibility that etiological relationships between depression and alcohol use vary by race, thus highlighting the importance of considering race when studying the risk process.",,,"Birkley, EL|Smith, GT|Zapolski, TCB","Birkley, Erica L.|Smith, Gregoty T.|Zapolski, Tamika C. B.",799,-1,,,,,,,-1,,-1,,,,,,,,Article,,,,,808,Clarivate Analytics Web of Science,,,,,,1937-1888,5,,,JOURNAL OF STUDIES ON ALCOHOL AND DRUGS,,,,SUBSTANCE USE DISORDERS|SELF-MEDICATION HYPOTHESIS|MAJOR DEPRESSION|ADOLESCENT DEPRESSION|PSYCHIATRIC-DISORDERS|YOUNG ADOLESCENTS|PROBLEM DRINKING|GRADE STUDENTS|DRUG-USE|CES-D,-1,,,,SEP,J,2015,,,,,,Substance Abuse|Psychology,,-1,,Substance Abuse; Psychology,,1,Racial Differences in the Transactional Relationship Between Depression and Alcohol Use From Elementary School to Middle School,1,,WOS:000362055800016,1,76,1938-4114,26402361,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Birkley EL, 2015, V76, P799"
"A 2013 survey of Indiana local health departments (sLHDs) measured accreditation activity and progress. Reported activities were categorized using the Public Health Accreditation Board's (PHAB's) accreditation steps as a guiding framework and matched with selected sociodemographic, organizational, and technical assistance variables. Findings indicated that 42 (59.2%) of responding Indiana LHDs reported pursuing accreditation.. Of LHDs pursuing accreditation, 21 were at the initial introductory step, 18 were at the prerequisite step, one reported submitting an application to PHAB, and two reported no activity, yet intent to pursue accreditation. Reported receipt of technical assistance was associated with accreditation progress (p=0.01) and, specifically, with being at the prerequisite step. Facilitating the pursuit of LHD accreditation in states with low public health investment is possible with targeted accreditation resources. Finding meaningful measures of accreditation progress will help advance the study of factors associated with LHD accreditation on a broad scale and for the long term.",,,"Barnes, PR|Degi, LS|Halverson, PK|King, J|Meyerson, BE|Polmanski, HF","Barnes, Priscilla R.|Degi, Lindsey S.|Halverson, Paul K.|King, Jerry|Meyerson, Beth E.|Polmanski, Haley F.",447,-1,,,,,,,-1,,-1,,,,,,,,Article,10.1177/003335491513000507,,,,452,Clarivate Analytics Web of Science,,,,,,0033-3549,5,,,PUBLIC HEALTH REPORTS,,,,PUBLIC-HEALTH|QUALITY IMPROVEMENT|INCENTIVES|LESSONS|STATES,-1,,,,SEP-OCT,J,2015,,,,,,"Public, Environmental & Occupational Health",,-1,,"Public, Environmental & Occupational Health",,2,"Measuring Accreditation Activity and Progress: Findings from a Survey of Indiana Local Health Departments, 2013",2,,WOS:000361084800007,1,130,,26327722,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Meyerson BE, 2015, V130, P447, DOI 10.1177/003335491513000507"
